year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
1837,-3.33414634146,-3.34048780488,0.346097560976,7.51609756098,11.0226829268,14.7734146341,14.8273170732,19.5919512195,11.4736585366,8.03707317073,2.2956097561,-3.38097560976
1838,-9.03414634146,-6.04048780488,2.04609756098,5.81609756098,13.8226829268,16.0234146341,16.5273170732,15.3419512195,15.0736585366,6.68707317073,2.5956097561,-2.68097560976
1839,-3.63414634146,-1.74048780488,-0.253902439024,4.41609756098,12.0226829268,18.3734146341,19.1773170732,16.3419512195,14.7236585366,10.0870731707,5.1456097561,-0.930975609756
1840,-5.03414634146,-1.99048780488,-1.75390243902,7.76609756098,12.2226829268,15.4234146341,17.0273170732,15.9919512195,14.3736585366,5.78707317073,4.7456097561,-10.6809756098
1841,-3.13414634146,-5.59048780488,2.99609756098,10.716097561,16.4726829268,16.3734146341,17.9273170732,17.5919512195,14.4236585366,11.1370731707,3.3456097561,1.51902439024
1842,-5.78414634146,-7.84048780488,2.99609756098,6.26609756098,13.5226829268,16.2234146341,17.7273170732,20.1919512195,13.7736585366,5.78707317073,1.1456097561,-0.0309756097561
1843,-1.13414634146,4.35951219512,1.19609756098,8.31609756098,11.7726829268,14.1734146341,17.0773170732,17.6419512195,11.9736585366,8.23707317073,2.0456097561,1.51902439024
1844,-4.08414634146,-2.59048780488,0.846097560976,8.56609756098,13.6226829268,16.7734146341,15.7773170732,15.1919512195,14.1236585366,9.98707317073,5.1456097561,-5.03097560976
1845,-0.834146341463,-5.44048780488,-2.50390243902,9.01609756098,10.9726829268,17.8734146341,18.2273170732,15.6419512195,12.3736585366,9.43707317073,4.2456097561,0.669024390244
1846,-1.78414634146,0.559512195122,4.84609756098,9.71609756098,14.3226829268,17.7234146341,20.0273170732,19.1919512195,14.7236585366,12.2870731707,0.745609756098,-3.18097560976
1847,-5.68414634146,-2.34048780488,1.14609756098,7.36609756098,15.9226829268,13.6234146341,17.8273170732,18.8919512195,11.4736585366,7.03707317073,1.4956097561,-1.28097560976
1848,-8.68414634146,0.259512195122,4.09609756098,10.766097561,13.2726829268,19.1234146341,18.4773170732,17.8419512195,12.7236585366,10.6370731707,2.6956097561,-2.33097560976
1849,-5.03414634146,1.70951219512,1.29609756098,7.51609756098,13.7226829268,17.8734146341,17.0773170732,15.7919512195,12.3736585366,8.48707317073,1.8956097561,-3.78097560976
1850,-7.28414634146,0.809512195122,-0.353902439024,9.61609756098,14.1226829268,17.5734146341,17.2773170732,18.5419512195,11.7236585366,8.03707317073,4.1956097561,-0.880975609756
